id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,username
1539,0.83,0.92,4,235,5,0,1,0,sales,low,U01539
1540,0.42,0.47,2,145,3,0,1,0,sales,low,U01540
1541,0.61,0.46,5,220,4,0,1,0,sales,low,U01541
1542,0.44,0.52,2,128,3,0,1,0,sales,medium,U01542
1543,0.77,0.81,5,237,5,0,1,0,sales,medium,U01543
1544,0.81,0.95,4,275,5,0,1,0,sales,medium,U01544
1545,0.1,0.78,6,310,4,0,1,0,sales,medium,U01545
1546,0.73,0.84,5,251,6,0,1,0,sales,medium,U01546
1547,0.09,0.83,6,250,4,0,1,0,sales,medium,U01547
1548,0.9,0.99,4,259,6,0,1,0,sales,medium,U01548
1549,0.88,1,4,259,5,0,1,0,sales,medium,U01549
1550,0.09,0.87,7,305,4,0,1,0,sales,medium,U01550
1551,0.4,0.56,2,130,3,1,1,0,sales,medium,U01551
1552,0.17,0.55,6,250,5,0,1,0,sales,medium,U01552
1553,0.82,0.82,5,220,6,0,1,0,sales,medium,U01553
1554,0.9,0.83,4,266,5,0,1,0,sales,high,U01554
1555,0.83,0.92,4,255,5,0,1,0,accounting,low,U01555
1556,0.44,0.5,2,154,3,0,1,0,accounting,medium,U01556
1557,0.5,0.85,4,138,3,0,1,0,accounting,medium,U01557
1558,0.14,0.61,6,291,5,0,1,0,hr,medium,U01558
1559,0.77,0.82,4,217,5,0,1,0,hr,medium,U01559
1560,0.09,0.83,6,286,4,0,1,0,hr,low,U01560
1561,0.11,0.88,6,290,4,0,1,0,hr,low,U01561
1562,0.44,0.57,2,148,3,0,1,0,technical,low,U01562
1563,0.43,0.52,2,146,3,0,1,0,technical,low,U01563
1564,0.12,0.8,5,136,2,0,1,0,technical,low,U01564
1565,0.1,0.86,7,261,5,0,1,0,technical,low,U01565
1566,0.1,0.96,6,274,4,0,1,0,technical,low,U01566
1567,0.4,0.48,2,132,3,0,1,0,technical,low,U01567
1568,0.41,0.47,2,145,3,0,1,0,technical,low,U01568
1569,0.37,0.48,2,153,3,0,1,0,technical,low,U01569
1570,0.4,0.48,2,139,3,0,1,0,technical,low,U01570
1571,0.74,0.96,4,231,5,0,1,0,technical,low,U01571
1572,0.39,0.48,2,154,3,0,1,0,technical,low,U01572
1573,0.11,0.9,5,307,4,0,1,0,support,low,U01573
1574,0.36,0.51,2,129,3,0,1,0,support,low,U01574
1575,0.8,0.83,5,275,5,0,1,0,support,low,U01575
1576,0.6,0.85,3,250,2,0,1,0,support,low,U01576
1577,0.36,0.54,2,158,3,0,1,0,support,low,U01577
1578,0.1,0.96,6,310,5,0,1,0,support,low,U01578
1579,0.65,0.86,2,181,2,0,1,0,support,low,U01579
1580,0.49,0.73,4,244,3,0,1,0,support,low,U01580
1581,0.73,0.96,5,256,6,1,1,0,support,medium,U01581
1582,0.11,0.8,6,259,5,0,1,0,support,medium,U01582
1583,0.73,0.91,4,247,5,0,1,0,support,medium,U01583
1584,0.43,0.46,2,129,3,0,1,0,technical,medium,U01584
1585,0.73,0.93,5,229,5,0,1,0,technical,medium,U01585
1586,0.76,0.85,5,236,6,0,1,0,technical,medium,U01586
1587,0.09,0.96,6,281,4,0,1,0,management,medium,U01587
1588,0.9,0.81,5,264,5,0,1,0,IT,medium,U01588
1589,0.1,0.81,6,308,4,0,1,0,IT,medium,U01589
1590,0.43,0.48,2,147,3,0,1,0,IT,medium,U01590
1591,0.41,0.55,2,159,3,0,1,0,IT,medium,U01591
1592,0.41,0.57,2,154,3,0,1,0,IT,medium,U01592
1593,0.1,0.87,6,307,4,0,1,0,product_mng,high,U01593
1594,0.4,0.46,2,132,3,0,1,0,product_mng,low,U01594
1595,0.4,0.53,2,152,3,0,1,0,product_mng,medium,U01595
1596,0.36,0.48,5,310,3,0,1,0,product_mng,medium,U01596
1597,0.83,0.95,5,230,5,0,1,0,IT,medium,U01597
1598,0.83,0.94,5,273,5,0,1,0,RandD,medium,U01598
1599,0.41,0.51,2,144,3,0,1,0,RandD,low,U01599
1600,0.11,0.93,7,296,4,0,1,0,RandD,low,U01600
1601,0.68,0.62,5,198,5,1,1,0,RandD,low,U01601
1602,0.43,0.53,2,157,3,0,1,0,RandD,low,U01602
1603,0.44,0.51,2,145,3,0,1,0,marketing,low,U01603
1604,0.87,0.94,5,219,5,0,1,0,marketing,low,U01604
1605,0.43,0.54,2,153,3,0,1,0,sales,low,U01605
1606,0.89,0.48,3,178,5,0,1,0,accounting,low,U01606
1607,0.83,0.88,5,239,5,0,1,0,support,low,U01607
1608,0.11,0.87,6,278,5,0,1,0,technical,low,U01608
1609,0.85,1,6,260,3,1,1,0,management,low,U01609
1610,0.89,0.97,4,264,5,0,1,0,marketing,low,U01610
1611,0.09,0.92,7,301,4,0,1,0,marketing,low,U01611
1612,0.43,0.55,4,134,3,0,1,0,marketing,low,U01612
1613,0.42,0.46,2,147,3,0,1,0,sales,low,U01613
1614,0.43,0.54,2,130,3,0,1,0,sales,low,U01614
1615,0.1,0.93,6,307,4,0,1,0,sales,low,U01615
1616,0.37,0.46,2,156,3,0,1,0,sales,low,U01616
1617,0.76,0.98,4,237,5,0,1,0,sales,low,U01617
1618,0.88,0.89,4,254,5,0,1,0,sales,low,U01618
1619,0.39,0.48,2,151,3,0,1,0,sales,low,U01619
1620,0.45,0.54,2,131,3,0,1,0,sales,medium,U01620
1621,0.91,0.95,5,241,5,0,1,0,sales,medium,U01621
1622,0.86,0.85,5,267,5,0,1,0,sales,medium,U01622
1623,0.39,0.53,2,153,3,0,1,0,sales,medium,U01623
1624,0.89,1,4,217,5,0,1,0,sales,medium,U01624
1625,0.11,0.86,6,254,4,0,1,0,sales,medium,U01625
1626,0.1,0.87,6,265,5,0,1,0,sales,medium,U01626
1627,0.38,0.57,2,146,3,0,1,0,sales,medium,U01627
1628,0.4,0.54,2,156,3,0,1,0,sales,medium,U01628
1629,0.86,0.97,5,269,5,0,1,0,sales,medium,U01629
1630,0.1,0.86,6,288,4,0,1,0,sales,medium,U01630
1631,0.1,0.85,6,283,4,0,1,0,sales,medium,U01631
1632,0.42,0.5,2,128,3,0,1,0,accounting,high,U01632
1633,0.36,0.46,2,130,3,0,1,0,accounting,low,U01633
1634,0.39,0.48,2,127,3,0,1,0,accounting,medium,U01634
1635,0.43,0.47,2,137,3,0,1,0,hr,medium,U01635
1636,0.36,0.49,2,133,3,0,1,0,hr,medium,U01636
1637,0.09,0.91,6,275,4,0,1,0,hr,medium,U01637
1638,0.42,0.55,2,146,3,0,1,0,hr,low,U01638
1639,0.42,0.46,2,135,3,0,1,0,technical,low,U01639
1640,0.91,0.89,5,217,5,0,1,0,technical,low,U01640
1641,0.41,0.56,2,154,3,0,1,0,technical,low,U01641
1642,0.11,0.78,6,247,4,0,1,0,technical,low,U01642
1643,0.09,0.83,6,295,5,0,1,0,technical,low,U01643
1644,0.83,1,5,224,5,0,1,0,technical,low,U01644
1645,0.11,0.78,6,281,4,0,1,0,technical,low,U01645
1646,0.1,0.93,7,258,4,0,1,0,technical,low,U01646
1647,0.42,0.55,2,150,3,0,1,0,technical,low,U01647
1648,0.1,0.97,7,282,4,0,1,0,technical,low,U01648
1649,0.38,0.51,2,138,3,0,1,0,technical,low,U01649
1650,0.77,0.98,4,238,6,0,1,0,support,low,U01650
1651,0.11,0.85,7,244,4,0,1,0,support,low,U01651
1652,0.87,0.97,5,250,6,0,1,0,support,low,U01652
1653,0.1,0.88,7,282,4,0,1,0,support,low,U01653
1654,0.1,0.89,7,253,4,0,1,0,support,low,U01654
1655,0.09,0.9,6,256,4,0,1,0,support,low,U01655
1656,0.84,0.85,5,260,5,0,1,0,support,low,U01656
1657,0.11,0.86,6,245,4,0,1,0,support,low,U01657
1658,0.81,0.97,5,230,5,0,1,0,support,low,U01658
1659,0.77,0.85,5,276,5,0,1,0,support,medium,U01659
1660,0.42,0.47,2,137,3,0,1,0,support,medium,U01660
1661,0.36,0.56,2,140,3,0,1,0,technical,medium,U01661
1662,0.81,0.83,5,269,6,0,1,0,technical,medium,U01662
1663,0.37,0.46,2,130,3,1,1,0,technical,medium,U01663
1664,0.1,0.96,6,264,4,0,1,0,management,medium,U01664
1665,0.14,0.55,6,175,5,0,1,0,IT,medium,U01665
1666,0.41,0.51,2,159,3,0,1,0,IT,medium,U01666
1667,0.44,0.55,2,128,3,0,1,1,IT,medium,U01667
1668,0.82,0.94,5,232,5,1,1,0,IT,medium,U01668
1669,0.67,0.54,3,166,5,0,1,0,IT,medium,U01669
1670,0.44,0.57,2,141,3,0,1,0,product_mng,medium,U01670
1671,0.42,0.54,2,143,3,0,1,0,product_mng,high,U01671
1672,0.84,0.83,4,239,5,0,1,0,product_mng,low,U01672
1673,0.86,1,4,232,5,0,1,0,product_mng,medium,U01673
1674,0.56,0.86,5,252,2,0,1,0,IT,medium,U01674
1675,0.09,0.93,6,255,4,0,1,0,RandD,medium,U01675
1676,0.1,0.81,7,270,4,0,1,0,RandD,medium,U01676
1677,0.39,0.54,2,149,3,0,1,0,RandD,low,U01677
1678,0.75,0.89,5,276,5,0,1,0,RandD,low,U01678
1679,0.43,0.55,2,159,3,0,1,0,RandD,low,U01679
1680,0.09,0.96,7,274,5,0,1,0,marketing,low,U01680
1681,0.83,0.94,4,264,5,0,1,0,sales,low,U01681
1682,0.59,1,3,156,4,0,1,0,accounting,low,U01682
1683,0.44,0.54,2,135,3,0,1,0,support,low,U01683
1684,0.38,0.49,2,128,3,0,1,0,technical,low,U01684
1685,0.76,0.98,5,242,5,0,1,0,management,low,U01685
1686,0.22,0.86,4,293,3,0,1,0,marketing,low,U01686
1687,0.4,0.46,2,141,3,0,1,0,marketing,low,U01687
1688,0.41,0.48,2,155,3,0,1,0,marketing,low,U01688
1689,0.38,0.51,2,141,3,0,1,0,sales,low,U01689
1690,0.45,0.68,4,212,4,1,1,0,sales,low,U01690
1691,0.39,0.56,2,160,3,0,1,0,sales,low,U01691
1692,0.45,0.47,2,150,3,0,1,0,sales,low,U01692
1693,0.42,0.53,2,132,3,1,1,0,sales,low,U01693
1694,0.1,0.87,6,248,4,0,1,0,sales,low,U01694
1695,0.78,0.96,5,272,5,0,1,0,sales,low,U01695
1696,0.39,0.56,2,160,3,0,1,0,sales,low,U01696
1697,0.1,0.87,7,299,4,0,1,0,sales,low,U01697
1698,0.1,0.8,6,292,4,0,1,0,sales,medium,U01698
1699,0.43,0.46,2,126,3,0,1,0,sales,medium,U01699
1700,0.38,0.45,2,132,3,0,1,0,sales,medium,U01700
1701,0.09,0.77,6,282,5,0,1,0,sales,medium,U01701
1702,0.39,0.53,2,141,3,0,1,0,sales,medium,U01702
1703,0.73,0.99,6,206,5,0,1,0,sales,medium,U01703
1704,0.38,0.49,2,140,3,0,1,0,sales,medium,U01704
1705,0.1,0.91,6,255,4,0,1,0,sales,medium,U01705
1706,0.41,0.54,2,133,3,0,1,0,sales,medium,U01706
1707,0.43,0.51,2,131,3,0,1,0,sales,medium,U01707
1708,0.79,0.96,4,257,5,0,1,0,accounting,medium,U01708
1709,0.1,0.81,6,269,4,0,1,0,accounting,medium,U01709
1710,0.11,0.97,6,254,4,0,1,0,accounting,high,U01710
1711,0.42,0.5,2,143,3,0,1,0,hr,low,U01711
1712,0.36,0.51,2,157,3,0,1,0,hr,medium,U01712
1713,0.63,0.93,5,163,3,0,1,0,hr,medium,U01713
1714,0.41,0.56,2,133,3,0,1,0,hr,medium,U01714
1715,0.36,0.46,2,157,3,0,1,0,technical,medium,U01715
1716,0.1,0.9,6,301,5,0,1,0,technical,low,U01716
1717,0.11,0.96,6,310,4,0,1,0,technical,low,U01717
1718,0.44,0.54,2,133,3,0,1,0,technical,low,U01718
1719,0.77,0.96,5,249,6,0,1,0,technical,low,U01719
1720,0.91,1,4,251,6,0,1,0,technical,low,U01720
1721,0.26,0.46,2,242,3,0,1,0,technical,low,U01721
1722,0.81,0.93,5,265,6,0,1,0,technical,low,U01722
1723,0.11,0.87,6,280,4,0,1,0,technical,low,U01723
1724,0.92,0.89,4,241,5,0,1,0,technical,low,U01724
1725,0.1,0.86,5,253,4,0,1,0,technical,low,U01725
1726,0.45,0.51,2,137,3,0,1,0,support,low,U01726
1727,0.11,0.94,6,266,4,0,1,0,support,low,U01727
1728,0.23,0.7,5,168,4,0,1,0,support,low,U01728
1729,0.86,0.95,4,270,5,0,1,0,support,low,U01729
1730,0.44,0.55,2,141,3,0,1,0,support,low,U01730
1731,0.41,0.56,2,133,3,0,1,0,support,low,U01731
1732,0.84,0.97,5,256,5,0,1,0,support,low,U01732
1733,0.42,0.52,2,160,3,0,1,0,support,low,U01733
1734,0.11,0.88,7,275,4,0,1,0,support,low,U01734
1735,0.38,0.46,2,160,3,0,1,0,support,low,U01735
1736,0.11,0.96,7,244,4,0,1,0,support,low,U01736
1737,0.1,0.83,6,271,4,0,1,0,technical,medium,U01737
1738,0.86,0.88,5,268,5,0,1,0,technical,medium,U01738
1739,0.91,1,4,253,5,1,1,0,technical,medium,U01739
1740,0.37,0.53,2,140,3,0,1,0,management,medium,U01740
1741,0.46,0.5,2,146,3,0,1,0,IT,medium,U01741
1742,0.1,0.89,6,259,5,0,1,0,IT,medium,U01742
1743,0.37,0.46,2,127,3,0,1,0,IT,medium,U01743
1744,0.4,0.48,2,161,3,0,1,0,IT,medium,U01744
1745,0.09,0.78,6,260,4,0,1,0,IT,medium,U01745
1746,0.11,0.89,6,272,4,0,1,0,product_mng,medium,U01746
1747,0.39,0.48,2,159,3,0,1,0,product_mng,medium,U01747
1748,0.89,0.96,4,219,6,0,1,0,product_mng,medium,U01748
1749,0.09,0.91,6,243,4,0,1,0,product_mng,high,U01749
1750,0.88,0.97,4,255,5,1,1,0,IT,low,U01750
1751,0.11,0.9,7,245,4,0,1,0,RandD,medium,U01751
1752,0.1,0.95,6,264,5,0,1,0,RandD,medium,U01752
1753,0.91,1,4,245,6,0,1,0,RandD,medium,U01753
1754,0.44,0.52,2,137,3,0,1,0,RandD,medium,U01754
1755,0.63,0.76,2,157,4,0,1,0,RandD,low,U01755
1756,0.1,0.87,7,247,4,0,1,0,marketing,low,U01756
1757,0.36,0.51,2,144,3,0,1,0,sales,low,U01757
1758,0.45,0.51,2,149,3,0,1,0,accounting,low,U01758
1759,0.73,1,5,253,6,0,1,0,support,low,U01759
1760,0.37,0.55,2,140,3,0,1,0,technical,low,U01760
1761,0.09,0.85,7,307,4,0,1,0,management,low,U01761
1762,0.41,0.71,3,205,4,0,1,0,marketing,low,U01762
1763,0.72,1,5,234,5,0,1,0,marketing,low,U01763
1764,0.36,0.54,2,127,3,0,1,0,marketing,low,U01764
1765,0.9,1,4,229,5,0,1,0,sales,low,U01765
1766,0.44,0.56,2,141,3,0,1,0,sales,low,U01766
1767,0.78,0.95,4,260,5,0,1,0,sales,low,U01767
1768,0.37,0.52,2,141,3,0,1,0,sales,low,U01768
1769,0.4,0.47,2,144,3,1,1,0,sales,low,U01769
1770,0.84,1,5,250,5,0,1,0,sales,low,U01770
1771,0.09,0.86,6,245,4,0,1,0,sales,low,U01771
1772,0.83,0.93,4,269,5,0,1,0,sales,low,U01772
1773,0.11,0.87,6,273,4,0,1,0,sales,low,U01773
1774,0.37,0.5,2,142,3,0,1,0,sales,low,U01774
1775,0.09,0.93,6,273,5,0,1,0,sales,low,U01775
1776,0.43,0.47,2,248,2,0,1,0,sales,medium,U01776
1777,0.39,0.56,2,147,3,0,1,0,sales,medium,U01777
1778,0.85,0.9,2,168,2,0,1,0,sales,medium,U01778
1779,0.38,0.52,2,128,3,0,1,0,sales,medium,U01779
1780,0.76,0.84,5,227,5,1,1,0,sales,medium,U01780
1781,0.44,0.51,2,135,3,0,1,0,sales,medium,U01781
1782,0.73,1,4,268,5,0,1,0,sales,medium,U01782
1783,0.43,0.53,2,136,3,0,1,0,sales,medium,U01783
1784,0.43,0.51,2,149,3,1,1,0,accounting,medium,U01784
1785,0.09,0.96,7,264,4,0,1,0,accounting,medium,U01785
1786,0.43,0.53,2,143,3,0,1,0,accounting,medium,U01786
1787,0.45,0.57,2,138,3,0,1,0,hr,medium,U01787
1788,0.42,0.48,2,146,3,0,1,0,hr,high,U01788
1789,0.41,0.46,2,150,3,1,1,0,hr,low,U01789
1790,0.44,0.55,2,156,3,0,1,0,hr,medium,U01790
1791,0.09,0.92,7,245,4,0,1,0,technical,medium,U01791
1792,0.41,0.51,2,156,3,0,1,0,technical,medium,U01792
1793,0.43,0.51,2,143,3,0,1,0,technical,medium,U01793
1794,0.38,0.51,2,159,3,0,1,0,technical,low,U01794
1795,0.85,0.96,4,217,5,0,1,0,technical,low,U01795
1796,0.88,0.91,4,234,6,0,1,0,technical,low,U01796
1797,0.44,0.46,2,138,3,0,1,0,technical,low,U01797
1798,0.11,0.92,7,265,4,0,1,0,technical,low,U01798
1799,0.38,0.5,2,145,3,0,1,0,technical,low,U01799
1800,0.09,0.78,6,263,4,0,1,0,technical,low,U01800
1801,0.11,0.79,6,264,4,0,1,0,technical,low,U01801
1802,0.11,0.88,6,253,4,0,1,0,support,low,U01802
1803,0.44,0.48,2,155,3,0,1,0,support,low,U01803
1804,0.38,0.51,2,137,3,0,1,0,support,low,U01804
1805,0.1,0.87,6,254,5,0,1,0,support,low,U01805
1806,0.45,0.57,2,143,3,0,1,0,support,low,U01806
1807,0.11,0.94,7,280,5,0,1,0,support,low,U01807
1808,0.36,0.48,2,136,3,0,1,0,support,low,U01808
1809,0.72,0.95,5,271,5,0,1,0,support,low,U01809
1810,0.43,0.48,2,157,3,0,1,0,support,low,U01810
1811,0.45,0.5,2,150,3,0,1,0,support,low,U01811
1812,0.4,0.53,2,127,3,0,1,0,support,low,U01812
1813,0.1,0.81,6,271,4,0,1,0,technical,low,U01813
1814,0.83,0.93,5,257,5,0,1,0,technical,low,U01814
1815,0.11,0.8,7,305,4,0,1,0,technical,medium,U01815
1816,0.43,0.5,2,152,3,0,1,0,management,medium,U01816
1817,0.38,0.5,2,144,3,0,1,0,IT,medium,U01817
1818,0.83,1,5,269,5,0,1,0,IT,medium,U01818
1819,0.11,0.82,7,285,4,0,1,0,IT,medium,U01819
1820,0.43,0.52,2,136,3,0,1,0,IT,medium,U01820
1821,0.11,0.88,6,294,4,0,1,0,IT,medium,U01821
1822,0.43,0.46,2,157,3,0,1,0,product_mng,medium,U01822
1823,0.1,0.89,6,280,4,0,1,0,product_mng,medium,U01823
1824,0.44,0.51,2,152,3,0,1,0,product_mng,medium,U01824
1825,0.82,0.91,5,276,6,0,1,0,product_mng,medium,U01825
1826,0.1,0.86,6,247,4,0,1,0,IT,medium,U01826
1827,0.1,0.95,5,286,4,0,1,0,RandD,high,U01827
1828,0.3,0.89,5,257,5,0,1,0,RandD,low,U01828
1829,0.1,0.93,6,258,4,0,1,0,RandD,medium,U01829
1830,0.39,0.5,2,151,3,0,1,0,RandD,medium,U01830
1831,0.14,0.47,4,175,2,0,1,0,RandD,medium,U01831
1832,0.82,0.92,4,252,5,0,1,0,marketing,medium,U01832
1833,0.1,0.85,6,266,4,0,1,0,sales,low,U01833
1834,0.09,0.9,6,295,4,0,1,0,accounting,low,U01834
1835,0.54,0.83,6,165,6,0,1,0,support,low,U01835
1836,0.61,0.58,2,264,4,0,1,0,technical,low,U01836
1837,0.1,0.79,6,275,4,0,1,0,management,low,U01837
1838,0.1,0.9,6,299,4,0,1,0,marketing,low,U01838
1839,0.36,0.49,2,147,3,0,1,0,marketing,low,U01839
1840,0.1,0.97,7,306,4,0,1,0,marketing,low,U01840
1841,0.84,1,5,242,5,0,1,0,sales,low,U01841
1842,0.38,0.51,2,159,3,0,1,0,sales,low,U01842
1843,0.41,0.49,2,147,3,0,1,0,sales,low,U01843
1844,0.37,0.51,2,154,3,1,1,0,sales,low,U01844
1845,0.43,0.56,2,129,3,0,1,0,sales,low,U01845
1846,0.46,0.53,2,161,3,0,1,0,sales,low,U01846
1847,0.09,0.84,6,269,4,0,1,0,sales,low,U01847
1848,0.78,0.86,5,274,5,0,1,0,sales,low,U01848
1849,0.45,0.53,2,159,3,0,1,0,sales,low,U01849
1850,0.42,0.47,2,135,3,0,1,0,sales,low,U01850
1851,0.46,0.53,2,147,3,0,1,0,sales,low,U01851
1852,0.39,0.49,2,142,3,0,1,0,sales,low,U01852
1853,0.36,0.51,2,130,3,0,1,0,sales,low,U01853
1854,0.43,0.53,2,147,3,0,1,0,sales,medium,U01854
1855,0.85,0.87,5,246,5,1,1,0,sales,medium,U01855
1856,0.11,0.92,6,281,4,0,1,0,sales,medium,U01856
1857,0.11,0.9,6,253,4,0,1,0,sales,medium,U01857
1858,0.38,0.47,2,128,3,0,1,0,sales,medium,U01858
1859,0.43,0.57,2,129,3,0,1,0,sales,medium,U01859
1860,0.75,1,5,223,6,0,1,0,accounting,medium,U01860
1861,0.11,0.92,6,269,4,0,1,0,accounting,medium,U01861
1862,0.1,0.9,7,269,4,0,1,0,accounting,medium,U01862
1863,0.1,0.81,7,244,5,0,1,0,hr,medium,U01863
1864,0.37,0.5,2,154,3,0,1,0,hr,medium,U01864
1865,0.11,0.93,5,140,5,0,1,0,hr,medium,U01865
1866,0.45,0.46,2,159,3,0,1,0,hr,high,U01866
1867,0.44,0.48,2,158,3,0,1,0,technical,low,U01867
1868,0.44,0.56,2,133,3,0,1,0,technical,medium,U01868
1869,0.11,0.77,6,247,4,0,1,0,technical,medium,U01869
1870,0.79,0.93,5,268,5,0,1,0,technical,medium,U01870
1871,0.8,0.9,5,267,5,0,1,0,technical,medium,U01871
1872,0.1,0.87,7,251,5,0,1,0,technical,low,U01872
1873,0.09,0.93,6,279,4,0,1,0,technical,low,U01873
1874,0.7,0.84,6,161,4,0,1,0,technical,low,U01874
1875,0.72,0.84,4,256,5,0,1,0,technical,low,U01875
1876,0.11,0.8,6,304,4,0,1,0,technical,low,U01876
1877,0.39,0.51,2,137,3,0,1,0,technical,low,U01877
1878,0.4,0.49,2,144,3,0,1,0,support,low,U01878
1879,0.43,0.54,2,142,3,0,1,0,support,low,U01879
1880,0.76,0.87,5,262,5,0,1,0,support,low,U01880
1881,0.4,0.48,2,142,3,0,1,0,support,low,U01881
1882,0.09,0.89,6,282,4,0,1,0,support,low,U01882
1883,0.37,0.54,2,157,3,0,1,0,support,low,U01883
1884,0.87,0.91,5,228,5,0,1,0,support,low,U01884
1885,0.1,0.86,6,283,4,0,1,0,support,low,U01885
1886,0.11,0.86,6,286,4,0,1,0,support,low,U01886
1887,0.43,0.5,2,148,3,0,1,0,support,low,U01887
1888,0.1,0.81,6,245,4,0,1,0,support,low,U01888
1889,0.11,0.95,6,279,4,0,1,0,technical,low,U01889
1890,0.85,0.87,5,245,5,0,1,0,technical,low,U01890
1891,0.37,0.49,2,138,3,0,1,0,technical,low,U01891
1892,0.44,0.52,2,141,3,0,1,0,management,low,U01892
1893,0.1,0.83,7,302,5,0,1,0,IT,medium,U01893
1894,0.11,0.89,6,268,4,0,1,0,IT,medium,U01894
1895,0.87,0.88,5,240,5,0,1,0,IT,medium,U01895
1896,0.39,0.49,2,127,3,0,1,0,IT,medium,U01896
1897,0.1,0.94,7,264,4,0,1,0,IT,medium,U01897
1898,0.44,0.53,2,155,3,0,1,0,product_mng,medium,U01898
1899,0.4,0.49,2,143,3,0,1,0,product_mng,medium,U01899
1900,0.76,0.98,5,217,6,0,1,0,product_mng,medium,U01900
1901,0.46,0.55,2,147,3,0,1,0,product_mng,medium,U01901
1902,0.9,0.92,4,271,5,0,1,0,IT,medium,U01902
1903,0.85,0.87,4,273,5,0,1,0,RandD,medium,U01903
1904,0.1,0.78,5,285,4,1,1,0,RandD,medium,U01904
1905,0.43,0.49,2,131,3,0,1,0,RandD,high,U01905
1906,0.2,0.5,5,135,6,0,1,0,RandD,low,U01906
1907,0.81,0.92,5,239,5,0,1,0,RandD,medium,U01907
1908,0.83,0.85,5,237,5,0,1,0,marketing,medium,U01908
1909,0.14,0.75,4,277,5,1,1,0,sales,medium,U01909
1910,0.1,0.84,5,303,5,0,1,0,accounting,medium,U01910
1911,0.91,0.98,4,242,6,0,1,0,support,low,U01911
1912,0.37,0.57,2,158,3,0,1,0,technical,low,U01912
1913,0.42,0.57,2,147,3,1,1,0,management,low,U01913
1914,0.39,0.68,2,282,5,0,1,0,marketing,low,U01914
1915,0.39,0.54,2,154,3,0,1,0,marketing,low,U01915
1916,0.44,0.52,2,149,3,0,1,0,marketing,low,U01916
1917,0.37,0.45,2,149,3,0,1,0,sales,low,U01917
1918,0.39,0.53,2,146,3,0,1,0,sales,low,U01918
1919,0.72,0.94,4,258,5,0,1,0,sales,low,U01919
1920,0.37,0.49,2,148,3,0,1,0,sales,low,U01920
1921,0.82,0.94,5,236,5,0,1,0,sales,low,U01921
1922,0.42,0.52,2,134,3,0,1,0,sales,low,U01922
1923,0.59,1,2,155,5,0,1,0,sales,low,U01923
1924,0.82,0.86,5,257,5,0,1,0,sales,low,U01924
1925,0.73,0.97,6,189,2,0,1,0,sales,low,U01925
1926,0.78,0.66,3,164,3,0,1,0,sales,low,U01926
1927,0.09,0.95,6,271,4,0,1,0,sales,low,U01927
1928,0.1,0.97,6,280,4,0,1,0,sales,low,U01928
1929,0.45,0.46,2,149,3,0,1,0,sales,low,U01929
1930,0.83,0.81,5,219,5,0,1,0,sales,low,U01930
1931,0.43,0.51,2,128,3,0,1,0,sales,low,U01931
1932,0.4,0.47,2,128,3,0,1,0,sales,medium,U01932
1933,0.43,0.46,2,157,3,0,1,0,sales,medium,U01933
1934,0.78,0.93,4,225,5,0,1,0,sales,medium,U01934
1935,0.39,0.45,2,140,3,0,1,0,sales,medium,U01935
1936,0.11,0.97,6,310,4,0,1,0,accounting,medium,U01936
1937,0.36,0.52,2,143,3,0,1,0,accounting,medium,U01937
1938,0.36,0.54,2,153,3,0,1,0,accounting,medium,U01938
1939,0.1,0.79,7,310,4,0,1,0,hr,medium,U01939
1940,0.4,0.47,2,136,3,0,1,0,hr,medium,U01940
1941,0.81,0.85,4,251,6,0,1,0,hr,medium,U01941
1942,0.4,0.47,2,144,3,0,1,0,hr,medium,U01942
1943,0.09,0.93,6,296,4,0,1,0,technical,medium,U01943
1944,0.76,0.89,5,238,5,0,1,0,technical,high,U01944
1945,0.73,0.93,5,162,4,0,1,0,technical,low,U01945
1946,0.38,0.49,2,137,3,0,1,0,technical,medium,U01946
1947,0.72,0.84,5,257,5,0,1,0,technical,medium,U01947
1948,0.4,0.56,2,148,3,0,1,0,technical,medium,U01948
1949,0.91,0.99,5,254,5,0,1,0,technical,medium,U01949
1950,0.85,0.85,4,247,6,0,1,0,technical,low,U01950
1951,0.9,0.7,5,206,4,0,1,0,technical,low,U01951
1952,0.46,0.55,2,145,3,0,1,0,technical,low,U01952
1953,0.43,0.57,2,159,3,1,1,0,technical,low,U01953
1954,0.89,0.88,5,228,5,1,1,0,support,low,U01954
1955,0.09,0.81,6,257,4,0,1,0,support,low,U01955
1956,0.4,0.48,2,155,3,0,1,0,support,low,U01956
1957,0.76,0.83,6,293,6,0,1,0,support,low,U01957
1958,0.4,0.57,2,151,3,0,1,0,support,low,U01958
1959,0.37,0.48,2,160,3,0,1,0,support,low,U01959
1960,0.37,0.53,2,143,3,0,1,0,support,low,U01960
1961,0.11,0.96,6,280,4,0,1,0,support,low,U01961
1962,0.37,0.52,2,158,3,0,1,0,support,low,U01962
1963,0.09,0.89,7,310,4,0,1,0,support,low,U01963
1964,0.88,0.86,5,258,5,0,1,0,support,low,U01964
1965,0.84,0.94,5,262,5,0,1,0,technical,low,U01965
1966,0.1,0.98,6,265,4,0,1,0,technical,low,U01966
1967,0.41,0.47,2,143,3,1,1,0,technical,low,U01967
1968,0.84,0.91,5,232,6,0,1,0,management,low,U01968
